ID,NAME,ADRESS,CITY,STATE,POSTAL,EMAIL,PHONE,WEBSITE,LAT,LNG
BBW001,SANYA FIBRE PRIVATE LIMITED,C/O H6 SECTOR - 1X,301 INDIA,81,,,1.19E+13,,-25.46585,-49.20406
BBX001,SPLASHWORKS,1284 LINCOLN AVE.,SAN JOSE,CA,95125,eric@splashworkskb.com,408-279-5202,,37.29501,-121.894153
BBY001,SARATOGA SUPPLY,1132 S. DE ANZA BLVD. #70,SAN JOSE,CA,95129,gregmeriales@saratogaplumbing.com,408-996-1773,,37.305834,-122.001159
BC001,BUILDERS PLUMBING SUPPLY,2464 INDUSTRIAL HWY,ANN ARBOR,MI,48104,,734-668-8200,,42.264206,-83.720638
BC002,BUILDERS PLUMBING SUPPLY,700 S HOSMER,LANSING,MI,48912,,517-485-7219,,42.737637,-84.523191
BC003,WITTOCK SUPPLY,89-54TH STREET,Grand Rapids,MI,49548,cszyszko@crawfordsupply.com,616-532-3691,,42.869438,-85.663024
BC004,WITTOCK SUPPLY,1610 S AIRPORT ROAD,TRAVERSE CITY,MI,49684,,231-946-5160,,44.785836,-85.68327
BC005,WITTOCK SUPPLY,6519 MONCLOVA RD,Maumee,OH,43537,thicks@crawfordsupply.com,419-887-1820,,41.575683,-83.681361
BC006,PLUMBERS EQUIPMENT CO,120 SAGMORE HILL RD,PITTSBURGH,PA,15239,cschmidt@crawfordsupply.com,724-325-8400,,40.480916,-79.739476
BC007,PLUMBERS EQUIPMENT CO,219 HUMPHREY ROAD,GREENSBURG,PA,15601,pthomas@crawfordsupply.com,724-850-2555,,40.306229,-79.536803
BC008,WITTOCK SUPPLY,938  4TH ST,CORAOPOLIS,PA,15108,,,,40.501414,-80.19291
BC009,PLUMBERS EQUIPMENT CO,1101 ROCKWOOD AVE,PITTSBURGH,PA,15234,fray@crawfordsupply.com,412-341-1650,,40.369525,-80.01761
BC010,BUILDERS PLUMBING SUPPLY,3305 CENTENNIAL DRIVE,MIDLAND,MI,48642,,517-496-3113,,43.670482,-84.223153
BC011,CRAWFORD SUPPLY,8150 N.LEHIGH AVENUE,MORTON GROVE,IL,60053,,847-967-0550,,42.042432,-87.788928
BC012,CRAWFORD SUPPLY,9645 WEST WILLOW LANE,MOKENA,IL,60448,,708-479-5800,,41.536739,-87.889601
BC013,CRAWFORD SUPPLY,9645 W. WILLOW LANE,MOKENA,IL,60448,,708-479-5800,,41.536739,-87.889601
BC014,PLUMBERS EQUIPMENT CO,2134 BABCOCK BLVD.,PITTSBURGH,PA,15209,csych@crawfordsupply.com,412-821-8810,,40.497788,-79.974039
BC015,WITTOCK SUPPLY,327 WATER STREET,JACKSON,MI,49203,,517-782-0595,,42.224832,-84.409665
BC016,CRAWFORD SUPPLY CO,751 N. ROHLWING ROAD,ITASCA,IL,60143-1348,,800-542-5550,,41.978133,-88.031497
BC017,CRAWFORD SUPPLY CO,220 W. KINZIE,CHICAGO,IL,60654,ERICHARDSON@CRAWFORDSUPPLY.COM,312-527-3349,,41.892485,-87.636354
BC018,CRAWFORD SUPPLY CO,3924 N. LINCOLN AVE,CHICAGO,IL,60613,ERICHARDSON@CRAWFORDSUPPLY.COM,773-281-7010,,41.953742,-87.661343
BC019,CRAWFORD SUPPLY KANKAKEE SHWRM,1395 STANDFORD DR.,KANKAKEE,IL,60901,ERICHARDSON@CRAWFORDSUPPLY.COM,815-933-7724,,41.110035,-87.886137
BC020,CRAWFORD SUPPLY,9960 W. 191ST ST.,MOKENA,IL,60448,ERICHARDSON@CRAWFORDSUPPLY.COM,800-542-5550,,41.536739,-87.889601
BC021,CRAWFORD SUPPLY,1055 NIMCO DR.,CRYSTAL LAKE,IL,60014,ERICHARDSON@CRAWFORDSUPPLY.COM,815-477-7400,,42.227851,-88.329784
BCA001,SAVAGE AND SON PLBG & HTG  SA,P.O. BOX 11800,RENO,NV,89510,shellyi@savageandson.com,775-828-4193,,39.796296,-119.600204
BCB001,SAN LUIS RESORT,5222 SEAWALL BLVD.,Galveston,TX,77551,,409-744-1500,,29.278788,-94.82932
BCC001,WAYNE SLAYMAKER LLC,1221 COLETTA DR,ORLANDO,FL,32807,wbslay@bellsouth.net,407-657-5818,,28.549803,-81.303263
BCE001,WEST END BATH & HARDWARE,1444 LINCOLN BLVD.,Santa Monica,CA,90401,,310-393-4031,,34.01572,-118.492617
BCG001,J.B.SCHOENWALDER PLBG INC,1600 PARAMOUNT DR,WAUKESHA,WI,53186, kkingspi@aol.com,262-542-7908,,43.01904,-88.205188
BCH001,SCHOLHOF CO.,4243 N. HONORE ST.,Chicago,IL,60613,,773-348-1123,,41.953742,-87.661343
BCI002,WEST END WEST,2000 HARBOR BLVD.,COSTA MESA,CA,92627,edgar2878@yahoo.com,949-645-8830,,33.646667,-117.917058
BCJ001,SCHUMACHER & SEILER,10 WEST AYLESBURY ROAD.,LUTHERVILLE TIMONIUM,MD,21093,mburch@schumacherseiler.com,410-561-2461,,39.443584,-76.629467
BCK001,SELCO PLUMBING & HTG. SUPPLIES,1525 LISBON STREET,Lewiston,ME,4240,,207-783-6927,,44.100351,-70.214776
BCL001,BARCOL CONTROLS LTD,820 KIMBERLY AVENUE,WINNIPEG,MB,R2K 4L3,greg.payonk@barcol.ca,204-632-8188,,49.918741,-97.077328
BCM001,STEAM EMBRACE INC.,136 BARDSDALE AVENUE,OXNARD,CA,93035,steam@steamembrace.com,805-384-5454,,34.183914,-119.220419
BCN001,STEAM & PLUMBING,1360 FAIRFAX AVENUE,SAN FRANCISCO,CA,94124-1732,,415-641-1600,,37.73865,-122.382484
BCO001,AMERICAS STEAM SAUNA,2831 WEST RASCHER STREET,CHICAGO,IL,60625,,773-851-0273,,41.971155,-87.701816
BCP001,STEAMBOAT KITCHEN AND BATH,1104 LINCOLN AVE,STEAMBOAT SPRINGS,CO,80477,,970-870-8488,,40.49,-106.83
BCQ001,SCRANTON PLBG. SUPPLY CO.,ROUTE 611,TANNERSVILLE,PA,18372,,717-629-1601,,41.048778,-75.328945
BCS001,SERVICE SUPPLY CO.,101 WEST MOCKINGBIRD LN,VICTORIA,TX,77901,rpayne@servicesupply.net,361-573-2434,,28.808532,-96.988559
BCT001,SPA SERVICES SA,6750 SCHOOL STREET-UNIT 902,DES MOINES,IA,50311,,515-279-8413,,41.601157,-93.671665
BCU001,76 SUPPLY CO. INC.,9122 RAVENNA RD.,Twinsburg,OH,44087,studio76kitchens@aol.com,330-487-1176,,41.322584,-81.44901
BCV001,SCHAEFER MECHANICAL SVC,620 OLD WESTMINSTER PIKE,WESTMINSTER,MD,21157,,410-876-6825,,39.551314,-76.982808
BCW001,SCHAAD PLUMBING SUPPLY CO,2625 WESTERN AVENUE,Knoxville,TN,37950,,865-546-9520,,35.962631,-83.916677
BCX001,SECURITY PLBG. & HTG. SUPPLY,1756 WEST PICO BLVD,Los Angeles,CA,90064-1309,sphsco@aol.com,310-473-1107,,34.031192,-118.446662
BCZ001,SETTCO,4839 N. BLACKSTONE,FRESNO,CA,93726,,559-230-1100,,36.793737,-119.763275
BD001,REPUBLIC PLBG. SUPPLY,890 PROVIDENCE HIGHWAY,NORWOOD,MA,2062,paul_mortali@republicsupplyco.com,781-762-3900,,42.194543,-71.199498
BD002,REPUBLIC PLBG. SUPPLY,20 RAYMOND STREET,QUINCY,MA,2169,paul_mortali@republicsupplyco.com,617-472-6345,,42.252877,-71.00227
BD003,REPUBLIC PLBG. SUPPLY,71 WORCESTER STREET,N. GRAFTON,MA,2446,paul_mortali@republicsupplyco.com,617-566-2010,,42.207039,-71.685624
BD004,REPUBLIC PLBG. SUPPLY,478 WAVERLY STREET,FRAMINGHAM,MA,1702,paul_mortali@republicsupplyco.com,508-620-0600,,42.279263,-71.416172
BD005,REPUBLIC PLBG. SUPPLY,91 WORCESTER STREET,NORTH GRAFTON,MA,1536,,508-839-8440,,42.233428,-71.707847
BD007,REPUBLIC PLBG. SUPPLY,13 COMMERCE DRIVE,ORLEANS,MA,2653,paul_mortali@republicsupplyco.com,508-255-6331,,41.789831,-69.98974
BD008,REPUBLIC BATH SHOWPLACE,230 BRIDGE STREET,N WEYMOUTH,MA,2191,paul_mortali@republicsupplyco.com,781-331-4811,,42.221219,-70.939162
BD009,REPUBLIC PLBG. SUPPLY,20 RAYMOND STREET,QUINCY,MA,2169,,800-696-6345,,42.252877,-71.00227
BD010,REPUBLIC PLBG. SUPPLY,1237 ROUTE 28A,BOURNE,MA,2534,bcalhoun@republicsupplyco.com,508-564-4700,,41.741217,-70.59892
BDB001,SHIEDS BROS INC.,268 MAIN ST.,Port Washington,NY,11050,,516-767-0500,,40.836271,-73.692953
BDD001,RSBC GLOBAL INC,47 GLENENDEN COURT,GARSON,ON,P3L 1L6,suzanne@drinkcaddie.com,866-746-6999,,46.549448,-80.909363
BDF001,SKYLINE TRADE CO.,19051 LOS ALIMOS ST.,NORTHRIDGE,CA,91326,,818-360-2671,,34.278174,-118.55281
BDG001,SMARDAN-HATCHER INC.,14009 HALLDALE AVE.,GARDENA,CA,90249,,805-963-8991,www.smardan.com,33.900582,-118.318325
BDH001,SLAKEY BROTHERS INC,321 ORANGE AVE.,SEASIDE,CA,93955,,831-394-8575,,36.622307,-121.82792
BDI001,SLAKEY BROTHERS INC,650 INNOVATION DRIVE SUITE B,RENO,NV,89511,cmuto@slakey.com,775-359-7106,,39.406051,-119.80757
BDJ001,SLAKEY BROTHERS INC,111 MADRONE ST,SANTA CRUZ,CA,95060,,408-426-0244,,37.013651,-122.084474
BDK001,SLAKEY BROTHERS INC,5505 SE MALLARD WAY,MILWAUKIE,OR,97222,,503-794-2910,,45.442558,-122.616022
BDL001,SMITH SUPPLY,223 BROADWAY,NEWBURGH,NY,12550,,845-562-4300,,41.529205,-74.046775
BDM001,SMITH SUPPLY COMPANY,90 ROUTE 73 SOUTH,CEDAR BROOK,NJ,8018,,609-561-2820,,39.715394,-74.90072
BDN001,SMITH TOWN P & H,357 E. JERICHO TURNPIKE,SMITH TOWN,NY,11787,,631-265-0440,,40.851681,-73.208486
BDO001,SNOW GOOSE INN,57 FOREST TRAIL,Mammoth Lakes,CA,93546,,760-934-2660,,37.637134,-118.892055
BDR001,SOLCO PLUMBING SUPPLIES,413 LIBERTY AVENUE,BROOKLYN,NY,11207,,212-243-7575,,40.670047,-73.893934
BDS001,SOMERSET SUPPLY,169 SOMERSET ST.,N. PLAINFIELD,NJ,7060,somersetplbg@yahoo.com,908-756-5230,,40.630103,-74.427374
BDT001,SOS SERVICEMEN OF SLCC INC.,4956 West 6200 South,KEARNS,UT,84118,kitty@sosservicemen.com,801-966-9900,,40.651858,-112.017038
BDU001,SOUTH AMBOY PLUMBING,224 LEFFERT STREET,S. AMBOY,NJ,8879,johnvalentine@southamboyplumbing.com,732-721-4242,,40.478251,-74.290736
BDU002,H2O BATH & KITCHEN ELEGANCE,280 ROUTE 9 NORTH,MORGANVILLE,NJ,7551,johnvalentine@southamboyplumbing.com,732-749-4336,,40.376498,-74.244312
BDV001,SIMON'S HARDWARE & BATH,421 THIRD AVE.,NEW YORK,NY,10016,shbpurchasing@tradesupplygroup.com,212-532-9220,,40.745614,-73.977916
BDV002,SIMON'S HARDWARE & BATH,481 WASHINGTON ST 1N,NEW YORK,NY,10013,,212-532-9220,WWW.SIMONSNY.COM,40.720707,-74.005157
BDX001,SERGIO LOPEZ,9301 S.W. 92ND AVE B106,MIAMI,FL,33176,,305-598-8163,,25.657821,-80.36011
BDY001,SONDIK SUPPLY COMPANY,716 PINE STREET,BURLINGTON,VT,5401,,802-864-6806,,44.472399,-73.211494
BDZ001,SOREANO'S HATFIELD PLBG. SA,3704 S. FERDINAND,SEATTLE,WA,98118,,206-723-7373,,47.54055,-122.275593
BE001,GRANT SUPPLY,755  W DELILAH ROAD,PLEASANTVILLE,NJ,8232,timo@grantsupply.com,609-641-1114,,39.389839,-74.524042
BE002,GRANT SUPPLY,121 KINGS ROAD,MADISON,NJ,7940,barry@madisonplumbingsupply.com,973-966-1333,,40.759823,-74.417097
BE003,GRANT SUPPLY,755 W. DEKIKAH ROAD,PLEASANTVILLE,NJ,8232,timo@grantsupply.com,,,39.389839,-74.524042
BEA001,SOUTHERN PLUMBING & HTG.,1947 GEORGE WASHINGTON MEM HWY,YORKTOWN,VA,23693.,davids@southernplbgsupply.com,757-595-7231,,37.116922,-76.437935
BEB001,SOUTHLAND PLBG SUPPLY,2321 N. ARNOULT ROAD,METAIRIE,LA,70001,,504-835-8411,,29.984513,-90.167286
BEC001,SOUTHWEST PIPE & SUPPLY,133 S. ROHLWING RD.,ADDISON,IL,60101,,813-248-5218,,41.931285,-88.007188
BED001,SOUTHEASTERN PLUMBING SUPPLY,531 SOUTH MAIN ST,SALISBURY,NC,28145-0036,,704-637-6496,,35.668328,-80.470993
BEE001,SOUTHERN MATERIALS CO.,3358 EAST DIVISION ST,SPRINGFIELD,MO,65801,,417-865-2822,,37.215451,-93.295155
BEG001,SOUTHWEST PLUMBING SUPPLY,690 NORTH MAIN ST,CEDAR CITY,UT,84721,camiem@swplumb.com,435-586-6464,,37.747925,-113.0862
BEG002,SOUTHWEST PLUMBING SUPPLY,940 South 2000 West,SPRINGVILLE,UT,84663,rachellef@swplumb.com,801-491-4337,,40.180046,-111.566495
BEG003,SOUTHWEST PLUMBING SUPPLY,506 N. 200 W.,CEDAR CITY,UT,84721,camiem@swplumb.com,435-868-4073,,37.747925,-113.0862
BEH001,SOUTHEAST PLUMBING,12915 E PINE ST,TULSA,OK,74116,,918-438-8222,,36.17938,-95.83011
BEN001,SPA EQUIPMENT COMPANY,925 W. KENYON #14,ENGLEWOOD,CO,80110,,303-761-0506,,39.6467,-105.007278
BEO001,SPAS ETC.,3524 EAST MAIN STREET,Ventura,CA,93003,sales@hotspring-ventura.com,805-644-3232,,34.271122,-119.222286
BEP001,SPARMON INC.,1900 NEW BUTLER RD,NEW CASTLE,PA,16107,info@sparmon.com,724-652-7721,,41.003604,-80.344422
BEQ001,SERVICE BY FRED,24 KNOLLWOOD,LONGMEADOW,MA,1106,,413-567-0750,,42.050095,-72.582866
BES001,SPA BROKERS I.,1690 S. ABILENE ST.,AURORA,CO,80012,,303-745-9191,,39.69879,-104.838565
BEU001,SPRINGFIELD PLUMBING SUPPLY,660 BROADWAY STREET,CHICOPEE,MA,1020,showroom@springfieldplumbingsupplyinc.com,413-736-5484,,42.148704,-72.607867
BEX001,SPECTRUM SALES,#100 17882-106 AVE.,EDMONTON,AB,T5S 1V4,plumb1@telusplanet.net,780-486-2525,,53.549999,-113.630217
BEX002,SPECTRUM SALES,#100 17882-106 AVE.,EDMONTON,AB,T5S 1V4,plumb1@telusplanet.net,780-486-2525,,53.549999,-113.630217
BEY001,SPECTRUM SALES,#7-6923 FARRELL ROAD S.E.,CALGARY,AB,T2H 0T3,,403-255-8332,,51.019981,-114.023884
BEY002,SPECTRUM SALES,#7-6923 FARRELL ROAD S.E.,CALGARY,AB,T2H 0T3,,403-255-8332,,51.019981,-114.023884
BEZ001,SPLASH SENSATIONS PTE LTD,159 SIN MING ROAD,SINGAPORE,,575625,,352-4030,,1.290475,103.852036
BF002,WESTERN STEEL & PLBG,2101 BURDICK EXPY W,MINOT,ND,58701,Keith.schirado@western-steel.com,701-852-4035,,48.136196,-101.308261
BF003,WESTERN STEEL & PLUMBING,901 S. 26TH STREET,BISMARK,ND,58502-0774,western.steel.ap@me.com,701-223-3130,,46.85,-100.72
BFB001,SPECIALTY PLUMBING INC.,2331 W. HAMPDEN AVENUE #138,SHERIDAN,CO,80110,,303-806-5443,,39.6467,-105.007278
BFC001,S.Q.S. SA,2191  HIGHWAY 105,BOONE,NC,28607,sqs@boone.net,828-264-8827,,36.213349,-81.654212
BFE001,STAR TECH SA,80 CENTRE ST.,E. PROVIDENCE,RI,2916,,401-434-0100,,41.813712,-71.370054
BFF001,STATELINE SUPPLY CO.,115 LAFAYETTE ROAD,SEABROOK,NH,3874,edgaffny@statelinesupply.net,603-474-5123,,42.884708,-70.853678
BFG001,JAC DISTRIBUTION INC.,1512 S BLACK HORSE PIKE,WILLIAMSTOWN,NJ,08094.,,856-728-4444,,39.655239,-74.969639
BFH001,VALLEY DESIGN CENTER,16693 ROSCOE BLVD. #A,NORTH HILLS,CA,91343,BAGHAKHANI@AOL.COM,818-891-0704,,34.2389,-118.481122
BFJ001,STERLING SUPPLY,4900 LINCOLN HWY,LISLE,IL,60532,,630-969-8600,,41.790185,-88.084852
BFL001,STREATOR PIPE,410 BEDLOE LANE,ARROYO GRANDE,CA,93420,michaelstreator@hotmail.com,805-489-3851,,35.127636,-120.48545
BFM001,SUN COUNTRY HOT TUBS INC.,P.O. BOX 19569,DENVER,CO,80110,,303-781-1239,,39.6467,-105.007278
BFN001,STEVE'S ACE HARDWARE,1199 E. THOMPSON BLVD.,VENTURA,CA,93001,dorsil@earthlink.net,805-648-7791,,34.325102,-119.320782
BFO001,SUN VALLEY KITCHEN & BATH,BOX 885,KETCHUM,ID,83340,gferris007@aol.com,208-726-7546,,43.78522,-114.553295
BFP001,SUNEX INTERNATIONAL INC,1401 GREEN ROAD SUITE 1,POMPANO BEACH,FL,33064,jerry.rand@sunexinternationalinc.com,954-418-2186,,26.278163,-80.113022
BFQ001,SUNSET PLASTICS,6270 PARALLEL,ANDERSON,CA,96007,,530-365-5494,,40.456408,-122.315294
BFR001,STUDIO 41,4767 W. TOUHY,LINCOLNWOOD,IL,60712,,847-676-4767,,42.005555,-87.733833
BFR002,STUDIO 41,3160 SKOKIE VALLEY ROAD,HIGHLAND PARK,IL,60035,,847-266-1900,,42.182578,-87.808789
BFR003,STUDIO 41,1450 MITCHELL BLVD.,SCHAUMBURG,IL,60193,,847-985-1700,,42.011883,-88.096687
BFR004,STUDIO 41,1320 N ROUTE 59 SUITE 146,NAPERVILLE,IL,60563,,630-357-1320,,41.795122,-88.170636
BFR005,STUDIO 41,225 W HUBBARD ST,CHICAGO,IL,60654,,312-222-4900,,41.892485,-87.636354
BFR006,STUDIO 41,2500 N PULASKI RD,CHICAGO,IL,60639,,773-395-2900,,41.920609,-87.75531
BFR007,STUDIO 41,204 W 83RD ST,CHICAGO,IL,60652,,773-846-8300,,41.745398,-87.714238
BFR008,STUDIO 41,1140 NORTH MILWAUKEE AVE,GLENVIEW,IL,60025,louish@shopstudio41.com,847-824-6280,,42.074137,-87.81553
BFR009,STUDIO 41,15439 N 79TH PLACE,SCOTTSDALE,AZ,85260,cjohnson@shopstudio41.com,847-266-1900,,33.60848,-111.889881
BFR010,STUDIO 41,15551 GREENWAY-HAYDEN LOOP,SCOTTSDALE,AZ,85260,cjohnson@shopstudio41.com,847-266-1900,,33.60848,-111.889881
BFR011,STUDIO 41,4051 W. WRIGHTWOOD,CHICAGO,IL,60639,,847-266-1900,,41.920609,-87.75531
BFS001,SUNSHINE PLUMBING SUPPLY,763 ALT A1A #B,Jupiter,FL,33477,petev@sunshineplumbing.com,561-747-8558,,26.913905,-80.079647
BFS002,SUNSHINE PLUMBING SUPPLY,2525 SE Federal HYW,STUART,FL,34994,petev@sunshineplumbing.com,772-463-0122,,27.196593,-80.253838
BFT001,STEVE'S PLUMBING,7344 CARIBOU,SAN ANTONIO,TX,78238,stacey@steves-plumbing.com,210-681-8010,,29.47611,-98.615314
BFU001,SONOMA KITCHEN & BATH,1480 GUERNEVILLE ROAD,SANTA ROSA,CA,95403,,707-526-3535,,38.486997,-122.749134
BFV001,STEWART PLUMBING,1166 N. WESTERN AVE,LOS ANGELES,CA,90029,stewartplumbing@yahoo.com,323-469-5851,,34.089903,-118.294656
BFX001,SERVICE WARRANTY,,,CA,,,(...) ...-....,,37.26918,-119.30661
BFZ001,T & L MECH,190 INDIAN POND ROAD,KINGSTON,MA,2364,t-lmechanical@comcast.net,508-378-0429,,41.994547,-70.724482
BGA001,TENNESSEE PUMP,312 AIRWAYS BLVD,JACKSON,TN,38301.,,901-422-2531,,35.601121,-88.839662
BGB001,TAPO PLUMBING SUPPLY,1846 ANGUS AVE.,SIMI VALLEY,CA,93063,tapoplumbingsupply@gmail.com,805-582-4818,,34.28053,-118.696513
BGD001,T.A. GENTRY SUPPLY INC.,3737 LAKE STREET,KALAMAZOO,MI,49048,accounting@gentrysupply.com,269-226-0500,,42.287023,-85.514611
BGD002,T.A. GENTRY SUPPLY INC.,2096 N. 112TH AVENUE,HOLLAND,MI,49424,showroom3@gentrysupply.com,616-392-1535,,42.831004,-86.128575
BGD003,T.A. GENTRY SUPPLY INC.,3430 OLD LANSING ROAD,LANSING,MI,48917,showroom3@gentrysupply.com,517-371-6911,,42.72922,-84.633985
BGE001,TBR ELECTRIC COMPANY SA,2826 WEST RASCHER,CHICAGO,IL,60625,,847-366-9352,,41.971155,-87.701816
BGG001,THERMASOL SERVICE DEPT.,1958 STEAM WAY,Round Rock,TX,78665,,(800) 776-0711,,30.542117,-97.643704
BGK001,PARAD INC. S.A.,556 WARD ST.,NEWTON,MA,02159.,,617-244-6873,,42.337041,-71.209221
BGL001,THE LABOV,5000 UMBRIA STREET,PHILADELPHIA,PA,19128,,215-482-3047,,40.044748,-75.226229
BGM001,THE NEW SHAPES COMPANY,1982 LUNT AVE,ELK GROVE VILLAGE,IL,60007,,847-956-7003,,42.007661,-87.998142
BGN001,TEARE SUPPLY,527 BALLOUGH RD.,DAYTONA BEACH,FL,32114,,904-252-1322,,29.199035,-81.045047
BGO001,THREEWAY PLUMBING SUPPLY,32-10 31ST AVE.,ASTORIA,NY,11106,,718-626-4312,,40.761751,-73.9312
BGO002,THREEWAY PLUMBING SUPPLY,217-20 NORTHERN BLVD,BAYSIDE,NY,11361,,718-631-7133,,40.76347,-73.7738
BGQ001,THREEWAY PLUMBING SUPPLY,32-10  31ST AVENUE,ASTORIA,NY,11106,,718-631-7133,,40.761751,-73.9312
BGR001,THE REGENT HONG KONG,SALISBURY ROAD,,,,,23132443,,-26.228375,-51.067442
BGS001,THE REX PIPE AND SUPPLY CO.,1705 SHEPLER CHURCH AVENUE AVE,Canton,OH,44706,bobrandles@rexpipe.com,,,40.763711,-81.41526
BGU001,TODD PIPE,5920 S. VALLEY VIEW BLVD.,LAS VEGAS,NV,89118-3160,jamesr.borowski@hdsupply.com,702-795-9595,,36.081742,-115.189897
BGV001,HD SUPPLY,16348 FOOTHILL BLVD.,SYLMAR,CA,91342-1085,von.e.armstorng@hdsupply.com,818-894-4445,,34.318759,-118.488384
BGW001,TODD PIPE,13591 HARBOR BLVD.,GARDEN GROVE,CA,92843,michael.s.barry@hdsupply.com,714-638-4442,,33.764656,-117.932624
BGX001,TODD PIPE,480 NORTH SPRUCE STREET,ESCONDIDO,CA,92025,timothy.b.schultz@hdsupply.com,760-743-4433,,33.097366,-117.059361
BGY001,TOTAL PLUMBING SUPPLY,1671 UTICA AVE.,BROOKLYN,NY,11234,,718-377-1900,,40.615992,-73.919271
BGZ001,THOMPSON DURKEE CO.,83-89 BRAINTREE STREET,ALLSTON,MA,2134,peter@ardente.com,617-782-6200,WWW.ARDENTE.COM,42.355434,-71.132127
BH001,IRR SUPPLY,2477 BROADWAY,BUFFALO,NY,14227,,716-895-1200,,42.880675,-78.744742
BH002,IRR SUPPLY,558 BUFFALO RD,EAST AURORA,NY,14052,,716-652-2900,,42.770882,-78.595599
BH003,IRR SUPPLY,6707 LINCOLN AVE.,LOCKPORT,NY,14094,,716-433-1777,,43.157671,-78.693851
BH004,IRR SUPPLY,601 W. 8TH ST,JAMESTOWN,NY,14701,,716-484-9166,,42.088748,-79.250031
BH005,IRR SUPPLY,1587 MAIN STREET,BUFFALO,NY,14209,,716-882-2100,,42.914323,-78.865638
BH006,IRR SUPPLY,8890 PORTER ROAD,NIAGARA FALLS,NY,14304,,716-297-9400,,43.09392,-78.961364
BH007,IRR SUPPLY,186 EAST MAIN ST,FREDONIA,NY,14063,,716-673-1300,,42.421916,-79.33618
BH008,IRR SUPPLY,811 S. MAIN ST,HORSEHEADS,NY,14845,,607-739-5658,,42.190415,-76.835145
BH009,IRR SUPPLY,811 S. MAIN ST,ILION,NY,13357,,315-894-5669,,42.982885,-75.066909
BH010,IRR SUPPLY,5 COMMERCIAL DRIVE,ONEONTA,NY,13820,,607-432-4433,,42.46968,-75.041855
BH011,IRR SUPPLY,345 GENESEE ST,AUBURN,NY,13021,,315-252-7581,,42.92408,-76.558936
BH012,IRR SUPPLY,59 CHENANGO BRIDGE RD.,BINGHAMTON,NY,13902,,607-772-0222,,42.102054,-75.907846
BH013,IRR SUPPLY,118 SALINA ST.,LIVERPOOL,NY,13088,,315-451-4515,,43.108585,-76.18864
BH014,IRR SUPPLY,5635 TRANSIT ROAD,DEPEW,NY,14043,,716-684-5800,,42.904567,-78.702553
BH015,IRR SUPPLY dba VENANGO SUPPLY,4000 STATE ROUTE 257,SENECA,PA,16346,sschmader@venangosupply.com,814-676-9582,,41.378011,-79.677929
BH016,IRR SUPPLY dba VENANGO SUPPLY,2315 POWELL AVE,ERIE,PA,16506,levans@venangosupply.com,814-838-8332,,42.069409,-80.148914
BHA001,TONY CAPRA'S BATH HOUSE,6750 S. EMPORIA ST.,ENGLEWOOD,CO,80112,nick@tonycapra.com,303-799-0544,www.tonycapra.com,39.575448,-104.870487
BHB001,TORRCO,100 NORTH ELM STREET,WATERBURY,CT,6723,msalinas@tscct.com,203-756-3641,WWW.TORRCO.COM,41.558153,-73.051497
BHB002,TORRCO,9 SEGAR STREET,DANBURY,CT,6810,cgreenwood@lbcct.com,203-791-9344,WWW.TORRCO.COM,41.394817,-73.454011
BHC001,THOMPSON PLUMBING SUPPLY,1431 W 9TH ST UNIT E,UPLAND,CA,91786,svaughgnv44@yahoo.com,909-946-1171,,34.104502,-117.658449
BHF001,TRIPLE J. PLUMBING SUPPLY,800 METCALF AVENUE,THOMASVILLE,GA,31799,dfity@rose.net,229- 226-1521,,30.84049,-83.98303
BHG001,TOULOUKIAN SUPPLY INC.,720 N. CLAY STREET,PERU,IN,46970,brent@touloukiansupply.com,765-473-6671,,40.757346,-86.070469
BHG002,TOULOUKIAN SUPPLY INC.,265 E. BELL DRIVE SUITE C,WARSAW,IN,46582,bruce@touloukiansupply.com,805-520-2468,,41.278938,-85.840579
BHH001,T & T PLUMBING WHOLESALE,1556 S. BROAD STREET,MONROE,GA,30655,,770-267-4461,,33.788019,-83.704383
BHK001,TUBS-N-SUCH SA,21 DANVILLE ROAD,PLAISTOW,NH,3865,,603-382-6379,,42.836478,-71.09478
BHL001,TUBS-R-US INC  SA,2194 COMMERCIAL  DR,Frankfort,KY,40601,,502-223-5432,,38.207497,-84.876417
BHM001,TERMO HIDRONICA,ATTN:JUAN CARLOS JIMENO M.,MEXICO,DF,3300,,604-81-74,,19.432601,-99.133342
BHN002,HD SUPPLY,3881 OLD WINTERGARDEN ROAD,ORLANDO,FL,32806,brenda.laley@hdsupply.com,407-843-9011,,28.514085,-81.359234
BHO001,TUBZ INC.,4796 DAVENPORT PLACE,FREMONT,CA,94538,george@tubz.net,510-770-8686,,37.521278,-121.967986
BHO002,TUBZ INC.,441 W. GREGER STREET,OAKDALE,CA,95361,,209-845-9115,,37.777713,-120.822846
BHQ001,TURBO PLUMBING LTD.S.A.,497 QUEEN'S DR.,ONTARIO,CD,M6L 1M9,,416-247-6656,,43.482724,-89.02842
BHS001,UCOSAN,DWAZZIEWEGEN 13,ZR RODEN HOLLAND,,9301,,01131 50-502-1211,,53.11411,6.42318
BHT001,U WAY C.E.T. CORPORATION,1FNO.13ALLEY 3 LANE 402,TAIWAN  R.O.C.,TW,10579,,(000) 000-0000,,25.05241,121.55676
BHU001,UNION HARDWARE INC.,711 D ST. N.W.,WASHINGTON,DC,20004,,202-628-8663,,38.892188,-77.022989
